Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-21 11:43:47,370-Speed 253.77 samples/sec   Loss 6.2107   ReconLoss 0.0805  LearningRate 0.004745   Epoch: 6   Global Step: 65860   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:43:57,902-Speed 251.56 samples/sec   Loss 5.6867   ReconLoss 0.0779  LearningRate 0.004744   Epoch: 6   Global Step: 65870   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:44:08,452-Speed 251.27 samples/sec   Loss 5.9846   ReconLoss 0.0771  LearningRate 0.004744   Epoch: 6   Global Step: 65880   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:44:18,872-Speed 254.65 samples/sec   Loss 5.7880   ReconLoss 0.0802  LearningRate 0.004743   Epoch: 6   Global Step: 65890   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:44:29,242-Speed 255.75 samples/sec   Loss 6.5083   ReconLoss 0.0800  LearningRate 0.004743   Epoch: 6   Global Step: 65900   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:44:39,731-Speed 252.77 samples/sec   Loss 6.2988   ReconLoss 0.0773  LearningRate 0.004742   Epoch: 6   Global Step: 65910   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:44:50,266-Speed 251.69 samples/sec   Loss 5.4832   ReconLoss 0.0818  LearningRate 0.004742   Epoch: 6   Global Step: 65920   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:00,811-Speed 251.37 samples/sec   Loss 6.5420   ReconLoss 0.0766  LearningRate 0.004741   Epoch: 6   Global Step: 65930   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:11,334-Speed 251.87 samples/sec   Loss 5.7103   ReconLoss 0.0771  LearningRate 0.004741   Epoch: 6   Global Step: 65940   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:21,787-Speed 253.65 samples/sec   Loss 6.7163   ReconLoss 0.0836  LearningRate 0.004740   Epoch: 6   Global Step: 65950   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:32,244-Speed 253.74 samples/sec   Loss 5.4858   ReconLoss 0.0806  LearningRate 0.004740   Epoch: 6   Global Step: 65960   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:42,749-Speed 252.76 samples/sec   Loss 6.4733   ReconLoss 0.0811  LearningRate 0.004739   Epoch: 6   Global Step: 65970   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:45:53,145-Speed 255.20 samples/sec   Loss 5.2666   ReconLoss 0.0781  LearningRate 0.004739   Epoch: 6   Global Step: 65980   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:46:03,681-Speed 251.63 samples/sec   Loss 6.2694   ReconLoss 0.0788  LearningRate 0.004738   Epoch: 6   Global Step: 65990   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:46:14,187-Speed 252.78 samples/sec   Loss 5.5805   ReconLoss 0.0781  LearningRate 0.004738   Epoch: 6   Global Step: 66000   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:46:34,689-[lfw][66000]XNorm: 23.681865
Training: 2024-09-21 11:46:34,689-[lfw][66000]Accuracy-Flip: 0.99583+-0.00396
Training: 2024-09-21 11:46:34,689-[lfw][66000]Accuracy-Highest: 0.99700
Training: 2024-09-21 11:46:58,748-[cfp_fp][66000]XNorm: 19.672229
Training: 2024-09-21 11:46:58,748-[cfp_fp][66000]Accuracy-Flip: 0.95586+-0.00879
Training: 2024-09-21 11:46:58,748-[cfp_fp][66000]Accuracy-Highest: 0.96129
Training: 2024-09-21 11:47:19,208-[agedb_30][66000]XNorm: 22.797417
Training: 2024-09-21 11:47:19,208-[agedb_30][66000]Accuracy-Flip: 0.96467+-0.00785
Training: 2024-09-21 11:47:19,208-[agedb_30][66000]Accuracy-Highest: 0.97083
Training: 2024-09-21 11:47:29,642-Speed 34.09 samples/sec   Loss 6.6674   ReconLoss 0.0806  LearningRate 0.004737   Epoch: 6   Global Step: 66010   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:47:40,137-Speed 252.56 samples/sec   Loss 6.6108   ReconLoss 0.0792  LearningRate 0.004737   Epoch: 6   Global Step: 66020   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:47:50,655-Speed 251.93 samples/sec   Loss 6.9249   ReconLoss 0.0799  LearningRate 0.004736   Epoch: 6   Global Step: 66030   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:48:01,187-Speed 251.69 samples/sec   Loss 6.4175   ReconLoss 0.0829  LearningRate 0.004736   Epoch: 6   Global Step: 66040   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:48:11,694-Speed 252.27 samples/sec   Loss 6.4856   ReconLoss 0.0765  LearningRate 0.004735   Epoch: 6   Global Step: 66050   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:48:22,266-Speed 250.56 samples/sec   Loss 6.4769   ReconLoss 0.0782  LearningRate 0.004735   Epoch: 6   Global Step: 66060   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:48:32,785-Speed 251.86 samples/sec   Loss 6.1553   ReconLoss 0.0799  LearningRate 0.004734   Epoch: 6   Global Step: 66070   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 11:48:43,322-Speed 251.64 samples/sec   Loss 7.9293   ReconLoss 0.0803  LearningRate 0.004734   Epoch: 6   Global Step: 66080   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:48:53,808-Speed 253.02 samples/sec   Loss 6.7646   ReconLoss 0.0802  LearningRate 0.004733   Epoch: 6   Global Step: 66090   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:04,326-Speed 252.27 samples/sec   Loss 6.6161   ReconLoss 0.0801  LearningRate 0.004733   Epoch: 6   Global Step: 66100   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:14,973-Speed 248.83 samples/sec   Loss 6.2997   ReconLoss 0.0792  LearningRate 0.004732   Epoch: 6   Global Step: 66110   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:25,455-Speed 252.93 samples/sec   Loss 6.4052   ReconLoss 0.0791  LearningRate 0.004732   Epoch: 6   Global Step: 66120   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:35,953-Speed 252.59 samples/sec   Loss 7.3258   ReconLoss 0.0811  LearningRate 0.004731   Epoch: 6   Global Step: 66130   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:46,437-Speed 253.19 samples/sec   Loss 6.4387   ReconLoss 0.0773  LearningRate 0.004731   Epoch: 6   Global Step: 66140   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:49:56,911-Speed 252.93 samples/sec   Loss 6.8158   ReconLoss 0.0781  LearningRate 0.004730   Epoch: 6   Global Step: 66150   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:07,368-Speed 253.49 samples/sec   Loss 6.0303   ReconLoss 0.0798  LearningRate 0.004730   Epoch: 6   Global Step: 66160   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:17,839-Speed 253.47 samples/sec   Loss 6.3402   ReconLoss 0.0764  LearningRate 0.004729   Epoch: 6   Global Step: 66170   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:28,300-Speed 253.39 samples/sec   Loss 6.7483   ReconLoss 0.0823  LearningRate 0.004729   Epoch: 6   Global Step: 66180   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:38,792-Speed 252.61 samples/sec   Loss 6.7030   ReconLoss 0.0812  LearningRate 0.004728   Epoch: 6   Global Step: 66190   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:49,320-Speed 251.70 samples/sec   Loss 6.7981   ReconLoss 0.0793  LearningRate 0.004728   Epoch: 6   Global Step: 66200   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:50:59,868-Speed 251.67 samples/sec   Loss 6.8687   ReconLoss 0.0827  LearningRate 0.004727   Epoch: 6   Global Step: 66210   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:51:10,333-Speed 253.57 samples/sec   Loss 6.0601   ReconLoss 0.0790  LearningRate 0.004727   Epoch: 6   Global Step: 66220   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:51:20,849-Speed 252.02 samples/sec   Loss 5.7288   ReconLoss 0.0756  LearningRate 0.004726   Epoch: 6   Global Step: 66230   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:51:31,385-Speed 251.55 samples/sec   Loss 5.5844   ReconLoss 0.0781  LearningRate 0.004726   Epoch: 6   Global Step: 66240   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:51:41,845-Speed 253.44 samples/sec   Loss 6.1520   ReconLoss 0.0774  LearningRate 0.004725   Epoch: 6   Global Step: 66250   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:51:52,387-Speed 251.44 samples/sec   Loss 6.0910   ReconLoss 0.0781  LearningRate 0.004725   Epoch: 6   Global Step: 66260   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:52:02,826-Speed 253.98 samples/sec   Loss 6.7454   ReconLoss 0.0795  LearningRate 0.004724   Epoch: 6   Global Step: 66270   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:52:13,338-Speed 252.06 samples/sec   Loss 5.9833   ReconLoss 0.0793  LearningRate 0.004724   Epoch: 6   Global Step: 66280   Fp16 Grad Scale: 65536   Required: 29 hours
Training: 2024-09-21 11:52:23,853-Speed 252.05 samples/sec   Loss 6.5609   ReconLoss 0.0769  LearningRate 0.004724   Epoch: 6   Global Step: 66290   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:52:34,354-Speed 252.54 samples/sec   Loss 6.4112   ReconLoss 0.0858  LearningRate 0.004723   Epoch: 6   Global Step: 66300   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:52:44,863-Speed 252.36 samples/sec   Loss 6.7246   ReconLoss 0.0816  LearningRate 0.004723   Epoch: 6   Global Step: 66310   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:52:55,365-Speed 252.72 samples/sec   Loss 6.3069   ReconLoss 0.0802  LearningRate 0.004722   Epoch: 6   Global Step: 66320   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:05,901-Speed 251.64 samples/sec   Loss 6.1642   ReconLoss 0.0786  LearningRate 0.004722   Epoch: 6   Global Step: 66330   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:16,404-Speed 252.34 samples/sec   Loss 4.9038   ReconLoss 0.0808  LearningRate 0.004721   Epoch: 6   Global Step: 66340   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:26,883-Speed 252.89 samples/sec   Loss 6.4192   ReconLoss 0.0782  LearningRate 0.004721   Epoch: 6   Global Step: 66350   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:37,321-Speed 253.89 samples/sec   Loss 6.2163   ReconLoss 0.0808  LearningRate 0.004720   Epoch: 6   Global Step: 66360   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:47,753-Speed 254.14 samples/sec   Loss 7.1101   ReconLoss 0.0813  LearningRate 0.004720   Epoch: 6   Global Step: 66370   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:53:58,320-Speed 250.65 samples/sec   Loss 6.2845   ReconLoss 0.0789  LearningRate 0.004719   Epoch: 6   Global Step: 66380   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:54:08,841-Speed 252.07 samples/sec   Loss 6.3150   ReconLoss 0.0845  LearningRate 0.004719   Epoch: 6   Global Step: 66390   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:54:19,301-Speed 253.95 samples/sec   Loss 6.7425   ReconLoss 0.0788  LearningRate 0.004718   Epoch: 6   Global Step: 66400   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:54:29,695-Speed 255.24 samples/sec   Loss 5.5494   ReconLoss 0.0792  LearningRate 0.004718   Epoch: 6   Global Step: 66410   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:54:40,115-Speed 254.49 samples/sec   Loss 6.3477   ReconLoss 0.0803  LearningRate 0.004717   Epoch: 6   Global Step: 66420   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:54:50,483-Speed 255.99 samples/sec   Loss 6.1333   ReconLoss 0.0800  LearningRate 0.004717   Epoch: 6   Global Step: 66430   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:00,722-Speed 259.37 samples/sec   Loss 6.2124   ReconLoss 0.0823  LearningRate 0.004716   Epoch: 6   Global Step: 66440   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:11,157-Speed 254.27 samples/sec   Loss 6.7153   ReconLoss 0.0788  LearningRate 0.004716   Epoch: 6   Global Step: 66450   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:21,613-Speed 253.90 samples/sec   Loss 6.9497   ReconLoss 0.0795  LearningRate 0.004715   Epoch: 6   Global Step: 66460   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:32,054-Speed 254.40 samples/sec   Loss 5.8885   ReconLoss 0.0788  LearningRate 0.004715   Epoch: 6   Global Step: 66470   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:42,484-Speed 254.38 samples/sec   Loss 6.9537   ReconLoss 0.0822  LearningRate 0.004714   Epoch: 6   Global Step: 66480   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:55:52,943-Speed 253.39 samples/sec   Loss 6.0619   ReconLoss 0.0839  LearningRate 0.004714   Epoch: 6   Global Step: 66490   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:03,369-Speed 254.47 samples/sec   Loss 6.0003   ReconLoss 0.0765  LearningRate 0.004713   Epoch: 6   Global Step: 66500   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:13,699-Speed 257.24 samples/sec   Loss 6.1443   ReconLoss 0.0767  LearningRate 0.004713   Epoch: 6   Global Step: 66510   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:24,121-Speed 254.47 samples/sec   Loss 5.5547   ReconLoss 0.0800  LearningRate 0.004712   Epoch: 6   Global Step: 66520   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:34,553-Speed 254.35 samples/sec   Loss 6.2495   ReconLoss 0.0833  LearningRate 0.004712   Epoch: 6   Global Step: 66530   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:44,928-Speed 255.56 samples/sec   Loss 5.7084   ReconLoss 0.0812  LearningRate 0.004711   Epoch: 6   Global Step: 66540   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:56:55,310-Speed 255.86 samples/sec   Loss 6.3145   ReconLoss 0.0763  LearningRate 0.004711   Epoch: 6   Global Step: 66550   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:05,673-Speed 256.02 samples/sec   Loss 6.5114   ReconLoss 0.0754  LearningRate 0.004710   Epoch: 6   Global Step: 66560   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:15,992-Speed 257.10 samples/sec   Loss 5.4044   ReconLoss 0.0793  LearningRate 0.004710   Epoch: 6   Global Step: 66570   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:26,342-Speed 256.83 samples/sec   Loss 6.4299   ReconLoss 0.0755  LearningRate 0.004709   Epoch: 6   Global Step: 66580   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:36,770-Speed 254.38 samples/sec   Loss 5.9119   ReconLoss 0.0895  LearningRate 0.004709   Epoch: 6   Global Step: 66590   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:47,094-Speed 256.92 samples/sec   Loss 5.0531   ReconLoss 0.0766  LearningRate 0.004708   Epoch: 6   Global Step: 66600   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:57:57,524-Speed 254.26 samples/sec   Loss 5.7171   ReconLoss 0.0748  LearningRate 0.004708   Epoch: 6   Global Step: 66610   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:07,901-Speed 255.79 samples/sec   Loss 6.6982   ReconLoss 0.0792  LearningRate 0.004707   Epoch: 6   Global Step: 66620   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:18,208-Speed 257.40 samples/sec   Loss 6.0954   ReconLoss 0.0814  LearningRate 0.004707   Epoch: 6   Global Step: 66630   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:28,574-Speed 255.82 samples/sec   Loss 6.7717   ReconLoss 0.0771  LearningRate 0.004706   Epoch: 6   Global Step: 66640   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:39,010-Speed 254.27 samples/sec   Loss 5.6889   ReconLoss 0.0794  LearningRate 0.004706   Epoch: 6   Global Step: 66650   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:49,435-Speed 254.68 samples/sec   Loss 6.2737   ReconLoss 0.0777  LearningRate 0.004705   Epoch: 6   Global Step: 66660   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:58:59,799-Speed 256.07 samples/sec   Loss 6.4292   ReconLoss 0.0793  LearningRate 0.004705   Epoch: 6   Global Step: 66670   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:59:10,150-Speed 256.13 samples/sec   Loss 5.8755   ReconLoss 0.0817  LearningRate 0.004704   Epoch: 6   Global Step: 66680   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:59:20,519-Speed 255.77 samples/sec   Loss 6.5863   ReconLoss 0.0797  LearningRate 0.004704   Epoch: 6   Global Step: 66690   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:59:30,939-Speed 254.66 samples/sec   Loss 7.0232   ReconLoss 0.0788  LearningRate 0.004703   Epoch: 6   Global Step: 66700   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:59:41,382-Speed 254.24 samples/sec   Loss 6.2210   ReconLoss 0.0826  LearningRate 0.004703   Epoch: 6   Global Step: 66710   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 11:59:51,800-Speed 254.57 samples/sec   Loss 6.5771   ReconLoss 0.0777  LearningRate 0.004702   Epoch: 6   Global Step: 66720   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:02,144-Speed 256.46 samples/sec   Loss 6.7207   ReconLoss 0.0784  LearningRate 0.004702   Epoch: 6   Global Step: 66730   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:12,621-Speed 253.56 samples/sec   Loss 6.3936   ReconLoss 0.0822  LearningRate 0.004701   Epoch: 6   Global Step: 66740   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:23,029-Speed 255.24 samples/sec   Loss 6.3528   ReconLoss 0.0788  LearningRate 0.004701   Epoch: 6   Global Step: 66750   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:33,565-Speed 252.09 samples/sec   Loss 6.6890   ReconLoss 0.0817  LearningRate 0.004700   Epoch: 6   Global Step: 66760   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:44,001-Speed 254.47 samples/sec   Loss 6.9123   ReconLoss 0.0774  LearningRate 0.004700   Epoch: 6   Global Step: 66770   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:00:54,364-Speed 256.28 samples/sec   Loss 6.5643   ReconLoss 0.0788  LearningRate 0.004699   Epoch: 6   Global Step: 66780   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:01:04,889-Speed 252.05 samples/sec   Loss 6.5456   ReconLoss 0.0782  LearningRate 0.004699   Epoch: 6   Global Step: 66790   Fp16 Grad Scale: 65536   Required: 29 hours
Training: 2024-09-21 12:01:15,300-Speed 254.62 samples/sec   Loss 6.0509   ReconLoss 0.0755  LearningRate 0.004698   Epoch: 6   Global Step: 66800   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:01:25,700-Speed 254.92 samples/sec   Loss 7.2760   ReconLoss 0.0794  LearningRate 0.004698   Epoch: 6   Global Step: 66810   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:01:36,094-Speed 255.14 samples/sec   Loss 6.5917   ReconLoss 0.0779  LearningRate 0.004697   Epoch: 6   Global Step: 66820   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:01:46,507-Speed 254.77 samples/sec   Loss 6.5256   ReconLoss 0.0772  LearningRate 0.004697   Epoch: 6   Global Step: 66830   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:01:56,985-Speed 252.99 samples/sec   Loss 7.5045   ReconLoss 0.0780  LearningRate 0.004696   Epoch: 6   Global Step: 66840   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:07,462-Speed 253.43 samples/sec   Loss 6.9264   ReconLoss 0.0811  LearningRate 0.004696   Epoch: 6   Global Step: 66850   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:17,909-Speed 254.33 samples/sec   Loss 6.3029   ReconLoss 0.0778  LearningRate 0.004695   Epoch: 6   Global Step: 66860   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:28,398-Speed 252.89 samples/sec   Loss 6.8224   ReconLoss 0.0789  LearningRate 0.004695   Epoch: 6   Global Step: 66870   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:38,840-Speed 253.96 samples/sec   Loss 7.0978   ReconLoss 0.0844  LearningRate 0.004694   Epoch: 6   Global Step: 66880   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:49,300-Speed 254.27 samples/sec   Loss 6.0959   ReconLoss 0.0796  LearningRate 0.004694   Epoch: 6   Global Step: 66890   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:02:59,673-Speed 256.09 samples/sec   Loss 6.6861   ReconLoss 0.0788  LearningRate 0.004693   Epoch: 6   Global Step: 66900   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:03:10,095-Speed 254.55 samples/sec   Loss 6.0651   ReconLoss 0.0768  LearningRate 0.004693   Epoch: 6   Global Step: 66910   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:03:20,496-Speed 254.76 samples/sec   Loss 7.0866   ReconLoss 0.0797  LearningRate 0.004692   Epoch: 6   Global Step: 66920   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:03:30,808-Speed 257.54 samples/sec   Loss 6.9704   ReconLoss 0.0788  LearningRate 0.004692   Epoch: 6   Global Step: 66930   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:03:41,195-Speed 255.32 samples/sec   Loss 7.0114   ReconLoss 0.0820  LearningRate 0.004691   Epoch: 6   Global Step: 66940   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:03:51,652-Speed 253.47 samples/sec   Loss 5.6763   ReconLoss 0.0780  LearningRate 0.004691   Epoch: 6   Global Step: 66950   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:02,015-Speed 255.83 samples/sec   Loss 6.9046   ReconLoss 0.0783  LearningRate 0.004690   Epoch: 6   Global Step: 66960   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:12,401-Speed 255.40 samples/sec   Loss 6.7344   ReconLoss 0.0794  LearningRate 0.004690   Epoch: 6   Global Step: 66970   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:23,028-Speed 249.77 samples/sec   Loss 8.0424   ReconLoss 0.0820  LearningRate 0.004689   Epoch: 6   Global Step: 66980   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:33,438-Speed 255.35 samples/sec   Loss 6.3007   ReconLoss 0.0794  LearningRate 0.004689   Epoch: 6   Global Step: 66990   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:43,771-Speed 257.07 samples/sec   Loss 5.9726   ReconLoss 0.0771  LearningRate 0.004688   Epoch: 6   Global Step: 67000   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:04:54,160-Speed 255.18 samples/sec   Loss 6.7056   ReconLoss 0.0830  LearningRate 0.004688   Epoch: 6   Global Step: 67010   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:05:04,525-Speed 255.91 samples/sec   Loss 6.3464   ReconLoss 0.0809  LearningRate 0.004687   Epoch: 6   Global Step: 67020   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:05:15,026-Speed 252.51 samples/sec   Loss 5.9210   ReconLoss 0.0807  LearningRate 0.004687   Epoch: 6   Global Step: 67030   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:05:25,450-Speed 254.55 samples/sec   Loss 6.2592   ReconLoss 0.0757  LearningRate 0.004686   Epoch: 6   Global Step: 67040   Fp16 Grad Scale: 16384   Required: 29 hours
Training: 2024-09-21 12:05:35,914-Speed 253.36 samples/sec   Loss 5.5896   ReconLoss 0.0820  LearningRate 0.004686   Epoch: 6   Global Step: 67050   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:05:46,341-Speed 254.26 samples/sec   Loss 5.6302   ReconLoss 0.0816  LearningRate 0.004685   Epoch: 6   Global Step: 67060   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:05:56,698-Speed 256.16 samples/sec   Loss 6.7032   ReconLoss 0.0807  LearningRate 0.004685   Epoch: 6   Global Step: 67070   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:06:07,090-Speed 255.49 samples/sec   Loss 6.1270   ReconLoss 0.0822  LearningRate 0.004684   Epoch: 6   Global Step: 67080   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:06:17,449-Speed 256.44 samples/sec   Loss 5.7893   ReconLoss 0.0777  LearningRate 0.004684   Epoch: 6   Global Step: 67090   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:06:27,879-Speed 254.79 samples/sec   Loss 6.3856   ReconLoss 0.0784  LearningRate 0.004683   Epoch: 6   Global Step: 67100   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:06:38,333-Speed 254.03 samples/sec   Loss 7.1689   ReconLoss 0.0798  LearningRate 0.004683   Epoch: 6   Global Step: 67110   Fp16 Grad Scale: 32768   Required: 29 hours
